x-axis, y-axis
9.989989989989990704e+01,3.322518377894689845e-01
1.001001001001001072e+02,3.322518377894689845e-01
1.003003003003003073e+02,3.322518377894689845e-01
1.005005005005005074e+02,3.322518377894689845e-01
1.007007007007007076e+02,3.322518377894689845e-01
1.009009009009009077e+02,3.322518377894689845e-01
1.011011011011011078e+02,3.322518377894689845e-01
1.013013013013013079e+02,3.322518377894689845e-01
1.015015015015015081e+02,3.322518377894689845e-01
1.017017017017017082e+02,3.322518377894689845e-01
1.019019019019019083e+02,3.322518377894689845e-01
1.021021021021021085e+02,3.322518377894689845e-01
1.023023023023023086e+02,3.322518377894689845e-01
1.025025025025025087e+02,3.322518377894689845e-01
1.027027027027027088e+02,3.322518377894689845e-01
1.029029029029029090e+02,3.322518377894689845e-01
1.031031031031031091e+02,3.322518377894689845e-01
1.033033033033033092e+02,3.322518377894689845e-01
1.035035035035035094e+02,3.322518377894689845e-01
1.037037037037037095e+02,3.322518377894689845e-01
1.039039039039039096e+02,3.322518377894689845e-01
1.041041041041041098e+02,3.322518377894689845e-01
1.043043043043043099e+02,3.322518377894689845e-01
1.045045045045045100e+02,3.322518377894689845e-01
1.047047047047047101e+02,3.322518377894689845e-01
1.049049049049049103e+02,3.322518377894689845e-01
1.051051051051051104e+02,3.322518377894689845e-01
1.053053053053053105e+02,3.322518377894689845e-01
1.055055055055055107e+02,3.322518377894689845e-01
1.057057057057057108e+02,3.322518377894689845e-01
1.059059059059059109e+02,3.322518377894689845e-01
1.061061061061061110e+02,3.322518377894689845e-01
1.063063063063063112e+02,3.322518377894689845e-01
1.065065065065065113e+02,3.322518377894689845e-01
1.067067067067067114e+02,3.322518377894689845e-01
1.069069069069069116e+02,3.322518377894689845e-01
1.071071071071071117e+02,3.322518377894689845e-01
1.073073073073073118e+02,3.322518377894689845e-01
1.075075075075075119e+02,3.322518377894689845e-01
1.077077077077077121e+02,3.322518377894689845e-01
1.079079079079079122e+02,3.322518377894689845e-01
1.081081081081081123e+02,3.322518377894689845e-01
1.083083083083083125e+02,3.322518377894689845e-01
1.085085085085085126e+02,3.322518377894689845e-01
1.087087087087087127e+02,3.322518377894689845e-01
1.089089089089089128e+02,3.322518377894689845e-01
1.091091091091091130e+02,3.322518377894689845e-01
1.093093093093093131e+02,3.322518377894689845e-01
1.095095095095095132e+02,3.322518377894689845e-01
1.097097097097097134e+02,3.322518377894689845e-01
1.099099099099099135e+02,3.322518377894689845e-01
1.101101101101101136e+02,3.322518377894689845e-01
1.103103103103103138e+02,3.322518377894689845e-01
1.105105105105105139e+02,3.322518377894689845e-01
1.107107107107107140e+02,3.322518377894689845e-01
1.109109109109109141e+02,3.322518377894689845e-01
1.111111111111111143e+02,3.322518377894689845e-01
1.113113113113113144e+02,3.322518377894689845e-01
1.115115115115115145e+02,3.322518377894689845e-01
1.117117117117117147e+02,3.322518377894689845e-01
1.119119119119119148e+02,3.322518377894689845e-01
1.121121121121121149e+02,3.322518377894689845e-01
1.123123123123123150e+02,3.322518377894689845e-01
1.125125125125125152e+02,3.322518377894689845e-01
1.127127127127127153e+02,3.322518377894689845e-01
1.129129129129129154e+02,3.322518377894689845e-01
1.131131131131131156e+02,3.322518377894689845e-01
1.133133133133133157e+02,3.322518377894689845e-01
1.135135135135135158e+02,3.322518377894689845e-01
1.137137137137137159e+02,3.322518377894689845e-01
1.139139139139139161e+02,3.322518377894689845e-01
1.141141141141141162e+02,3.322518377894689845e-01
1.143143143143143163e+02,3.322518377894689845e-01
1.145145145145145165e+02,3.322518377894689845e-01
1.147147147147147166e+02,3.322518377894689845e-01
1.149149149149149167e+02,3.322518377894689845e-01
1.151151151151151169e+02,3.322518377894689845e-01
1.153153153153153170e+02,3.322518377894689845e-01
1.155155155155155171e+02,3.322518377894689845e-01
1.157157157157157172e+02,3.322518377894689845e-01
1.159159159159159174e+02,3.322518377894689845e-01
1.161161161161161175e+02,3.322518377894689845e-01
1.163163163163163176e+02,3.322518377894689845e-01
1.165165165165165178e+02,3.322518377894689845e-01
1.167167167167167179e+02,3.322518377894689845e-01
1.169169169169169180e+02,3.322518377894689845e-01
1.171171171171171181e+02,3.322518377894689845e-01
1.173173173173173183e+02,3.322518377894689845e-01
1.175175175175175184e+02,3.322518377894689845e-01
1.177177177177177185e+02,3.322518377894689845e-01
1.179179179179179187e+02,3.322518377894689845e-01
1.181181181181181188e+02,3.322518377894689845e-01
1.183183183183183189e+02,3.322518377894689845e-01
1.185185185185185190e+02,3.322518377894689845e-01
1.187187187187187192e+02,3.322518377894689845e-01
1.189189189189189193e+02,3.322518377894689845e-01
1.191191191191191194e+02,3.322518377894689845e-01
1.193193193193193196e+02,3.322518377894689845e-01
1.195195195195195197e+02,3.322518377894689845e-01
1.197197197197197340e+02,3.322518377894689845e-01
1.199199199199199342e+02,3.322518377894689845e-01
1.201201201201201343e+02,3.322518377894689845e-01
1.203203203203203344e+02,3.322518377894689845e-01
1.205205205205205345e+02,3.322518377894689845e-01
1.207207207207207347e+02,3.322518377894689845e-01
1.209209209209209348e+02,3.322518377894689845e-01
1.211211211211211349e+02,3.322518377894689845e-01
1.213213213213213351e+02,3.322518377894689845e-01
1.215215215215215352e+02,3.322518377894689845e-01
1.217217217217217353e+02,3.322518377894689845e-01
1.219219219219219354e+02,3.322518377894689845e-01
1.221221221221221356e+02,3.322518377894689845e-01
1.223223223223223357e+02,3.322518377894689845e-01
1.225225225225225358e+02,3.322518377894689845e-01
1.227227227227227360e+02,3.322518377894689845e-01
1.229229229229229361e+02,3.322518377894689845e-01
1.231231231231231362e+02,3.322518377894689845e-01
1.233233233233233364e+02,3.322518377894689845e-01
1.235235235235235365e+02,3.322518377894689845e-01
1.237237237237237366e+02,3.322518377894689845e-01
1.239239239239239367e+02,3.322518377894689845e-01
1.241241241241241369e+02,3.322518377894689845e-01
1.243243243243243370e+02,3.322518377894689845e-01
1.245245245245245371e+02,3.322518377894689845e-01
1.247247247247247373e+02,3.322518377894689845e-01
1.249249249249249374e+02,3.322518377894689845e-01
1.251251251251251375e+02,3.322518377894689845e-01
1.253253253253253376e+02,3.322518377894689845e-01
1.255255255255255378e+02,3.322518377894689845e-01
1.257257257257257379e+02,3.322518377894689845e-01
1.259259259259259380e+02,3.322518377894689845e-01
1.261261261261261382e+02,3.322518377894689845e-01
1.263263263263263383e+02,3.322518377894689845e-01
1.265265265265265384e+02,3.322518377894689845e-01
1.267267267267267385e+02,3.322518377894689845e-01
1.269269269269269387e+02,3.322518377894689845e-01
1.271271271271271388e+02,3.322518377894689845e-01
1.273273273273273389e+02,3.322518377894689845e-01
1.275275275275275391e+02,3.322518377894689845e-01
1.277277277277277392e+02,3.322518377894689845e-01
1.279279279279279393e+02,3.322518377894689845e-01
1.281281281281281395e+02,3.322518377894689845e-01
1.283283283283283254e+02,3.322518377894689845e-01
1.285285285285285397e+02,3.322518377894689845e-01
1.287287287287287256e+02,3.322518377894689845e-01
1.289289289289289400e+02,3.322518377894689845e-01
1.291291291291291259e+02,3.322518377894689845e-01
1.293293293293293402e+02,3.322518377894689845e-01
1.295295295295295261e+02,3.322518377894689845e-01
1.297297297297297405e+02,3.322518377894689845e-01
1.299299299299299264e+02,3.322518377894689845e-01
1.301301301301301407e+02,3.322518377894689845e-01
1.303303303303303267e+02,3.322518377894689845e-01
1.305305305305305410e+02,3.322518377894689845e-01
1.307307307307307269e+02,3.322518377894689845e-01
1.309309309309309413e+02,3.322518377894689845e-01
1.311311311311311272e+02,3.322518377894689845e-01
1.313313313313313415e+02,3.322518377894689845e-01
1.315315315315315274e+02,3.322518377894689845e-01
1.317317317317317418e+02,3.322518377894689845e-01
1.319319319319319277e+02,3.322518377894689845e-01
1.321321321321321420e+02,3.322518377894689845e-01
1.323323323323323280e+02,3.322518377894689845e-01
1.325325325325325423e+02,3.322518377894689845e-01
1.327327327327327282e+02,3.322518377894689845e-01
1.329329329329329425e+02,3.322518377894689845e-01
1.331331331331331285e+02,3.322518377894689845e-01
1.333333333333333428e+02,3.322518377894689845e-01
1.335335335335335287e+02,3.322518377894689845e-01
1.337337337337337431e+02,3.322518377894689845e-01
1.339339339339339290e+02,3.322518377894689845e-01
1.341341341341341433e+02,3.322518377894689845e-01
1.343343343343343292e+02,3.322518377894689845e-01
1.345345345345345436e+02,3.322518377894689845e-01
1.347347347347347295e+02,3.322518377894689845e-01
1.349349349349349438e+02,3.322518377894689845e-01
1.351351351351351298e+02,3.322518377894689845e-01
1.353353353353353441e+02,3.322518377894689845e-01
1.355355355355355300e+02,3.322518377894689845e-01
1.357357357357357444e+02,3.322518377894689845e-01
1.359359359359359303e+02,3.322518377894689845e-01
1.361361361361361446e+02,3.322518377894689845e-01
1.363363363363363305e+02,3.322518377894689845e-01
1.365365365365365449e+02,3.322518377894689845e-01
1.367367367367367592e+02,3.322518377894689845e-01
1.369369369369369451e+02,3.322518377894689845e-01
1.371371371371371595e+02,3.322518377894689845e-01
1.373373373373373454e+02,3.322518377894689845e-01
1.375375375375375597e+02,3.322518377894689845e-01
1.377377377377377456e+02,3.322518377894689845e-01
1.379379379379379600e+02,3.322518377894689845e-01
1.381381381381381459e+02,3.322518377894689845e-01
1.383383383383383602e+02,3.322518377894689845e-01
1.385385385385385462e+02,3.322518377894689845e-01
1.387387387387387605e+02,3.322518377894689845e-01
1.389389389389389464e+02,3.322518377894689845e-01
1.391391391391391608e+02,3.322518377894689845e-01
1.393393393393393467e+02,3.322518377894689845e-01
1.395395395395395610e+02,3.322518377894689845e-01
1.397397397397397469e+02,3.322518377894689845e-01
1.399399399399399613e+02,3.322518377894689845e-01
1.401401401401401472e+02,3.322518377894689845e-01
1.403403403403403615e+02,3.322518377894689845e-01
1.405405405405405475e+02,3.322518377894689845e-01
1.407407407407407618e+02,3.322518377894689845e-01
1.409409409409409477e+02,3.322518377894689845e-01
1.411411411411411621e+02,3.322518377894689845e-01
1.413413413413413480e+02,3.322518377894689845e-01
1.415415415415415623e+02,3.322518377894689845e-01
1.417417417417417482e+02,3.322518377894689845e-01
1.419419419419419626e+02,3.322518377894689845e-01
1.421421421421421485e+02,3.322518377894689845e-01
1.423423423423423628e+02,3.322518377894689845e-01
1.425425425425425487e+02,3.322518377894689845e-01
1.427427427427427631e+02,3.322518377894689845e-01
1.429429429429429490e+02,3.322518377894689845e-01
1.431431431431431633e+02,3.322518377894689845e-01
1.433433433433433493e+02,3.322518377894689845e-01
1.435435435435435636e+02,3.322518377894689845e-01
1.437437437437437495e+02,3.322518377894689845e-01
1.439439439439439639e+02,3.322518377894689845e-01
1.441441441441441498e+02,3.322518377894689845e-01
1.443443443443443641e+02,3.322518377894689845e-01
1.445445445445445500e+02,3.322518377894689845e-01
1.447447447447447644e+02,3.322518377894689845e-01
1.449449449449449503e+02,3.322518377894689845e-01
1.451451451451451646e+02,3.322518377894689845e-01
1.453453453453453506e+02,3.322518377894689845e-01
1.455455455455455649e+02,3.322518377894689845e-01
1.457457457457457508e+02,3.322518377894689845e-01
1.459459459459459651e+02,3.322518377894689845e-01
1.461461461461461511e+02,3.322518377894689845e-01
1.463463463463463654e+02,3.322518377894689845e-01
1.465465465465465513e+02,3.322518377894689845e-01
1.467467467467467657e+02,3.322518377894689845e-01
1.469469469469469516e+02,3.322518377894689845e-01
1.471471471471471659e+02,3.322518377894689845e-01
1.473473473473473518e+02,3.322518377894689845e-01
1.475475475475475662e+02,3.322518377894689845e-01
1.477477477477477521e+02,3.322518377894689845e-01
1.479479479479479664e+02,3.322518377894689845e-01
1.481481481481481524e+02,3.322518377894689845e-01
1.483483483483483667e+02,3.322518377894689845e-01
1.485485485485485526e+02,3.322518377894689845e-01
1.487487487487487670e+02,3.322518377894689845e-01
1.489489489489489529e+02,3.322518377894689845e-01
1.491491491491491672e+02,3.322518377894689845e-01
1.493493493493493531e+02,3.322518377894689845e-01
1.495495495495495675e+02,3.322518377894689845e-01
1.497497497497497534e+02,3.322518377894689845e-01
1.499499499499499677e+02,3.322518377894689845e-01
1.501501501501501536e+02,3.322518377894689845e-01
1.503503503503503680e+02,3.322518377894689845e-01
1.505505505505505539e+02,3.322518377894689845e-01
1.507507507507507682e+02,3.322518377894689845e-01
1.509509509509509542e+02,3.322518377894689845e-01
1.511511511511511685e+02,3.322518377894689845e-01
1.513513513513513544e+02,3.322518377894689845e-01
1.515515515515515688e+02,3.322518377894689845e-01
1.517517517517517547e+02,3.322518377894689845e-01
1.519519519519519690e+02,3.322518377894689845e-01
1.521521521521521549e+02,3.322518377894689845e-01
1.523523523523523693e+02,3.322518377894689845e-01
1.525525525525525552e+02,3.322518377894689845e-01
1.527527527527527695e+02,3.322518377894689845e-01
1.529529529529529555e+02,3.322518377894689845e-01
1.531531531531531698e+02,3.322518377894689845e-01
1.533533533533533557e+02,3.322518377894689845e-01
1.535535535535535701e+02,3.322518377894689845e-01
1.537537537537537560e+02,3.322518377894689845e-01
1.539539539539539703e+02,3.322518377894689845e-01
1.541541541541541562e+02,3.322518377894689845e-01
1.543543543543543706e+02,3.322518377894689845e-01
1.545545545545545565e+02,3.322518377894689845e-01
1.547547547547547708e+02,3.322518377894689845e-01
1.549549549549549567e+02,3.322518377894689845e-01
1.551551551551551711e+02,3.322518377894689845e-01
1.553553553553553570e+02,3.322518377894689845e-01
1.555555555555555713e+02,3.322518377894689845e-01
1.557557557557557573e+02,3.322518377894689845e-01
1.559559559559559716e+02,3.322518377894689845e-01
1.561561561561561575e+02,3.322518377894689845e-01
1.563563563563563719e+02,3.322518377894689845e-01
1.565565565565565578e+02,3.322518377894689845e-01
1.567567567567567721e+02,3.322518377894689845e-01
1.569569569569569580e+02,3.322518377894689845e-01
1.571571571571571724e+02,3.322518377894689845e-01
1.573573573573573583e+02,3.322518377894689845e-01
1.575575575575575726e+02,3.322518377894689845e-01
1.577577577577577586e+02,3.322518377894689845e-01
1.579579579579579729e+02,3.322518377894689845e-01
1.581581581581581588e+02,3.322518377894689845e-01
1.583583583583583732e+02,3.322518377894689845e-01
1.585585585585585591e+02,3.322518377894689845e-01
1.587587587587587734e+02,3.322518377894689845e-01
1.589589589589589593e+02,3.322518377894689845e-01
1.591591591591591737e+02,3.322518377894689845e-01
1.593593593593593596e+02,3.322518377894689845e-01
1.595595595595595739e+02,3.322518377894689845e-01
1.597597597597597598e+02,3.322518377894689845e-01
1.599599599599599742e+02,3.322518377894689845e-01
1.601601601601601601e+02,3.322518377894689845e-01
1.603603603603603744e+02,3.322518377894689845e-01
1.605605605605605604e+02,3.322518377894689845e-01
1.607607607607607747e+02,3.322518377894689845e-01
1.609609609609609606e+02,3.322518377894689845e-01
1.611611611611611750e+02,3.322518377894689845e-01
1.613613613613613609e+02,3.322518377894689845e-01
1.615615615615615752e+02,3.322518377894689845e-01
1.617617617617617611e+02,3.322518377894689845e-01
1.619619619619619755e+02,3.322518377894689845e-01
1.621621621621621614e+02,3.322518377894689845e-01
1.623623623623623757e+02,3.322518377894689845e-01
1.625625625625625617e+02,3.322518377894689845e-01
1.627627627627627760e+02,3.322518377894689845e-01
1.629629629629629619e+02,3.322518377894689845e-01
1.631631631631631763e+02,3.322518377894689845e-01
1.633633633633633622e+02,3.322518377894689845e-01
1.635635635635635765e+02,3.322518377894689845e-01
1.637637637637637624e+02,3.322518377894689845e-01
1.639639639639639768e+02,3.322518377894689845e-01
1.641641641641641627e+02,3.322518377894689845e-01
1.643643643643643770e+02,3.322518377894689845e-01
1.645645645645645629e+02,3.322518377894689845e-01
1.647647647647647773e+02,3.322518377894689845e-01
1.649649649649649632e+02,3.322518377894689845e-01
1.651651651651651775e+02,3.322518377894689845e-01
1.653653653653653635e+02,3.322518377894689845e-01
1.655655655655655778e+02,3.322518377894689845e-01
1.657657657657657637e+02,3.322518377894689845e-01
1.659659659659659781e+02,3.322518377894689845e-01
1.661661661661661640e+02,3.322518377894689845e-01
1.663663663663663783e+02,3.322518377894689845e-01
1.665665665665665642e+02,3.322518377894689845e-01
1.667667667667667786e+02,3.322518377894689845e-01
1.669669669669669645e+02,3.322518377894689845e-01
1.671671671671671788e+02,3.322518377894689845e-01
1.673673673673673647e+02,3.322518377894689845e-01
1.675675675675675791e+02,3.322518377894689845e-01
1.677677677677677650e+02,3.322518377894689845e-01
1.679679679679679793e+02,3.322518377894689845e-01
1.681681681681681653e+02,3.322518377894689845e-01
1.683683683683683796e+02,3.322518377894689845e-01
1.685685685685685655e+02,3.322518377894689845e-01
1.687687687687687799e+02,3.322518377894689845e-01
1.689689689689689658e+02,3.322518377894689845e-01
1.691691691691691801e+02,3.322518377894689845e-01
1.693693693693693660e+02,3.322518377894689845e-01
1.695695695695695804e+02,3.322518377894689845e-01
1.697697697697697663e+02,3.322518377894689845e-01
1.699699699699699806e+02,3.322518377894689845e-01
1.701701701701701666e+02,3.322518377894689845e-01
1.703703703703703809e+02,3.322518377894689845e-01
1.705705705705705668e+02,3.322518377894689845e-01
1.707707707707707812e+02,3.322518377894689845e-01
1.709709709709709955e+02,3.322518377894689845e-01
1.711711711711711814e+02,3.322518377894689845e-01
1.713713713713713958e+02,3.322518377894689845e-01
1.715715715715715817e+02,3.322518377894689845e-01
1.717717717717717960e+02,3.322518377894689845e-01
1.719719719719719819e+02,3.322518377894689845e-01
1.721721721721721963e+02,3.322518377894689845e-01
1.723723723723723822e+02,3.322518377894689845e-01
1.725725725725725965e+02,3.322518377894689845e-01
1.727727727727727824e+02,3.322518377894689845e-01
1.729729729729729968e+02,3.322518377894689845e-01
1.731731731731731827e+02,3.322518377894689845e-01
1.733733733733733970e+02,3.322518377894689845e-01
1.735735735735735830e+02,3.322518377894689845e-01
1.737737737737737973e+02,3.322518377894689845e-01
1.739739739739739832e+02,3.322518377894689845e-01
1.741741741741741976e+02,3.322518377894689845e-01
1.743743743743743835e+02,3.322518377894689845e-01
1.745745745745745978e+02,3.322518377894689845e-01
1.747747747747747837e+02,3.322518377894689845e-01
1.749749749749749981e+02,3.322518377894689845e-01
1.751751751751751840e+02,3.322518377894689845e-01
1.753753753753753983e+02,3.322518377894689845e-01
1.755755755755755843e+02,3.322518377894689845e-01
1.757757757757757986e+02,3.322518377894689845e-01
1.759759759759759845e+02,3.322518377894689845e-01
1.761761761761761989e+02,3.322518377894689845e-01
1.763763763763763848e+02,3.322518377894689845e-01
1.765765765765765991e+02,3.322518377894689845e-01
1.767767767767767850e+02,3.322518377894689845e-01
1.769769769769769994e+02,3.322518377894689845e-01
1.771771771771771853e+02,3.322518377894689845e-01
1.773773773773773996e+02,3.322518377894689845e-01
1.775775775775775855e+02,3.322518377894689845e-01
1.777777777777777999e+02,3.322518377894689845e-01
1.779779779779779858e+02,3.322518377894689845e-01
1.781781781781782001e+02,3.322518377894689845e-01
1.783783783783783861e+02,3.322518377894689845e-01
1.785785785785786004e+02,3.322518377894689845e-01
1.787787787787787863e+02,3.322518377894689845e-01
1.789789789789790007e+02,3.322518377894689845e-01
1.791791791791791866e+02,3.322518377894689845e-01
1.793793793793794009e+02,3.322518377894689845e-01
1.795795795795795868e+02,3.322518377894689845e-01
1.797797797797798012e+02,3.322518377894689845e-01
1.799799799799799871e+02,3.322518377894689845e-01
1.801801801801802014e+02,3.322518377894689845e-01
1.803803803803803874e+02,3.322518377894689845e-01
1.805805805805806017e+02,3.322518377894689845e-01
1.807807807807807876e+02,3.322518377894689845e-01
1.809809809809810019e+02,3.322518377894689845e-01
1.811811811811811879e+02,3.322518377894689845e-01
1.813813813813814022e+02,3.322518377894689845e-01
1.815815815815815881e+02,3.322518377894689845e-01
1.817817817817818025e+02,3.322518377894689845e-01
1.819819819819819884e+02,3.322518377894689845e-01
1.821821821821822027e+02,3.322518377894689845e-01
1.823823823823823886e+02,3.322518377894689845e-01
1.825825825825826030e+02,3.322518377894689845e-01
1.827827827827827889e+02,3.322518377894689845e-01
1.829829829829830032e+02,3.322518377894689845e-01
1.831831831831831892e+02,3.322518377894689845e-01
1.833833833833834035e+02,3.322518377894689845e-01
1.835835835835835894e+02,3.322518377894689845e-01
1.837837837837838038e+02,3.322518377894689845e-01
1.839839839839839897e+02,3.322518377894689845e-01
1.841841841841842040e+02,3.322518377894689845e-01
1.843843843843843899e+02,3.322518377894689845e-01
1.845845845845846043e+02,3.322518377894689845e-01
1.847847847847847902e+02,3.322518377894689845e-01
1.849849849849850045e+02,3.322518377894689845e-01
1.851851851851851904e+02,3.322518377894689845e-01
1.853853853853854048e+02,3.322518377894689845e-01
1.855855855855855907e+02,3.322518377894689845e-01
1.857857857857858050e+02,3.322518377894689845e-01
1.859859859859859910e+02,3.322518377894689845e-01
1.861861861861862053e+02,3.322518377894689845e-01
1.863863863863863912e+02,3.322518377894689845e-01
1.865865865865866056e+02,3.322518377894689845e-01
1.867867867867867915e+02,3.322518377894689845e-01
1.869869869869870058e+02,3.322518377894689845e-01
1.871871871871871917e+02,3.322518377894689845e-01
1.873873873873874061e+02,3.322518377894689845e-01
1.875875875875875920e+02,3.322518377894689845e-01
1.877877877877878063e+02,3.322518377894689845e-01
1.879879879879879923e+02,3.322518377894689845e-01
1.881881881881882066e+02,3.322518377894689845e-01
1.883883883883883925e+02,3.322518377894689845e-01
1.885885885885886069e+02,3.322518377894689845e-01
1.887887887887887928e+02,3.322518377894689845e-01
1.889889889889890071e+02,3.322518377894689845e-01
1.891891891891891930e+02,3.322518377894689845e-01
1.893893893893894074e+02,3.322518377894689845e-01
1.895895895895895933e+02,3.322518377894689845e-01
1.897897897897898076e+02,3.322518377894689845e-01
1.899899899899899935e+02,3.322518377894689845e-01
1.901901901901902079e+02,3.322518377894689845e-01
1.903903903903903938e+02,3.322518377894689845e-01
1.905905905905906081e+02,3.322518377894689845e-01
1.907907907907907941e+02,3.322518377894689845e-01
1.909909909909910084e+02,3.322518377894689845e-01
1.911911911911911943e+02,3.322518377894689845e-01
1.913913913913914087e+02,3.322518377894689845e-01
1.915915915915915946e+02,3.322518377894689845e-01
1.917917917917918089e+02,3.322518377894689845e-01
1.919919919919919948e+02,3.322518377894689845e-01
1.921921921921922092e+02,3.322518377894689845e-01
1.923923923923923951e+02,3.322518377894689845e-01
1.925925925925926094e+02,3.322518377894689845e-01
1.927927927927927954e+02,3.322518377894689845e-01
1.929929929929930097e+02,3.322518377894689845e-01
1.931931931931931956e+02,3.322518377894689845e-01
1.933933933933934100e+02,3.322518377894689845e-01
1.935935935935935959e+02,3.322518377894689845e-01
1.937937937937938102e+02,3.322518377894689845e-01
1.939939939939939961e+02,3.322518377894689845e-01
1.941941941941942105e+02,3.322518377894689845e-01
1.943943943943943964e+02,3.322518377894689845e-01
1.945945945945946107e+02,3.322518377894689845e-01
1.947947947947947966e+02,3.322518377894689845e-01
1.949949949949950110e+02,3.322518377894689845e-01
1.951951951951951969e+02,3.322518377894689845e-01
1.953953953953954112e+02,3.322518377894689845e-01
1.955955955955955972e+02,3.322518377894689845e-01
1.957957957957958115e+02,3.322518377894689845e-01
1.959959959959959974e+02,3.322518377894689845e-01
1.961961961961962118e+02,3.322518377894689845e-01
1.963963963963963977e+02,3.322518377894689845e-01
1.965965965965966120e+02,3.322518377894689845e-01
1.967967967967967979e+02,3.322518377894689845e-01
1.969969969969970123e+02,3.322518377894689845e-01
1.971971971971971982e+02,3.322518377894689845e-01
1.973973973973974125e+02,3.322518377894689845e-01
1.975975975975975985e+02,3.322518377894689845e-01
1.977977977977978128e+02,3.322518377894689845e-01
1.979979979979979987e+02,3.322518377894689845e-01
1.981981981981982130e+02,3.322518377894689845e-01
1.983983983983983990e+02,3.322518377894689845e-01
1.985985985985986133e+02,3.322518377894689845e-01
1.987987987987987992e+02,3.322518377894689845e-01
1.989989989989990136e+02,3.322518377894689845e-01
1.991991991991991995e+02,3.322518377894689845e-01
1.993993993993994138e+02,3.322518377894689845e-01
1.995995995995995997e+02,3.322518377894689845e-01
1.997997997997998141e+02,3.322518377894689845e-01
2.000000000000000000e+02,3.322518377894689845e-01
